"asin";"name";"rating";"date";"verified";"helpfulVotes"
"B01M7O431L";"Matt Phillips";5;"06-Sep-17";"TRUE";6
"B01M7O431L";"john Schultz";4;"04-Mar-18";"TRUE";1
"B01M7O431L";"AJ";5;"27-Jun-18";"TRUE";2
"B01M7O431L";"Rowan";5;"17-Nov-17";"TRUE";4
"B01M7O431L";"Lexy";5;"08-May-18";"TRUE";1
"B01M7O431L";"Sandra";1;"18-Aug-18";"TRUE";3
"B01M7O431L";"marylee";3;"25-Jun-17";"TRUE";15
"B01M7O431L";"Ashley A";5;"28-Sep-17";"TRUE";17
"B01M7O431L";"Alexis";5;"15-Jan-18";"TRUE";3
"B01M7O431L";"From the First State";5;"05-Mar-18";"TRUE";4
"B01M7O431L";"Timothy";5;"04-May-18";"TRUE";1
"B01M7O431L";"koernda";1;"20-Feb-18";"TRUE";2
"B01M7O431L";"Joseph S. Calato";1;"22-Jul-18";"TRUE";1
"B01M7O431L";"Luis Machado";4;"15-Feb-19";"TRUE";1
"B01M7O431L";"JOHN";1;"14-Sep-18";"TRUE";1
"B01M7O431L";"Kindle Customer";1;"13-Nov-18";"TRUE";2
"B01M7O431L";"Alex";1;"30-Jun-18";"TRUE";1
"B01M7O431L";"y bhatti";5;"20-Nov-17";"TRUE";2
"B01M7O431L";"Lobo";4;"11-Jan-18";"TRUE";7
"B01M7O431L";"Matisse 74";1;"01-Oct-18";"TRUE";1
"B01M7O431L";"chanel";1;"10-Dec-18";"TRUE";1
"B01M7O431L";"Amazon Customer";5;"05-Jun-18";"TRUE";1
"B01M7O431L";"Amazon Customer";1;"16-May-18";"TRUE";1
"B01M7O431L";"Jozzigirllittle";1;"04-May-18";"TRUE";1
"B01M7O431L";"clayton";2;"01-Mar-18";"TRUE";1
"B01M7O431L";"Moses Mwirigi";1;"29-Mar-19";"TRUE";1
"B01M7O431L";"Amazon Customer";5;"26-Sep-17";"TRUE";1
"B01M7O431L";"JoanOH";5;"24-Feb-18";"TRUE";1
"B01M7O431L";"Amazon Customer";4;"09-Apr-18";"TRUE";1
"B01M7O431L";"mahmoud";1;"26-Feb-18";"TRUE";2
"B01M7O431L";"Amazon Customer";1;"19-Apr-18";"TRUE";1
"B01M7O431L";"Sam l.";1;"22-Feb-18";"TRUE";1
"B01M7O431L";"olivia";3;"26-Jun-18";"TRUE";1
"B01M7O431L";"Sizwe Tsela";1;"16-May-18";"TRUE";1
"B01M7O431L";"Marian";1;"18-Apr-18";"TRUE";1
"B01M7O431L";"rocky mountain high";1;"15-Jul-17";"TRUE";2
"B01M7O431L";"Michal Gabaj";5;"06-Jan-18";"TRUE";1
"B01M7O431L";"Amazon Customer";5;"15-Nov-17";"TRUE";1
"B01M7O431L";"Joe";1;"06-Apr-18";"TRUE";1
"B01M7O431L";"Maggie";5;"17-Jan-18";"TRUE";1
"B01M7O431L";"lissabythesea";3;"04-Apr-18";"TRUE";1
"B01M7O431L";"Yaskuin";3;"29-Nov-17";"TRUE";1
"B01M7O431L";"Caleb";5;"12-Jan-18";"TRUE";1
"B01M7O431L";"Amazon Customer";5;"16-Nov-17";"TRUE";1
"B01M7O431L";"sandro ruiz lopes";5;"23-Dec-17";"TRUE";1
"B01M7O431L";"Amazon Customer";5;"23-Jul-17";"TRUE";1
"B01M7O431L";"Veleka D.";4;"01-Nov-17";"TRUE";7
"B01M7O431L";"Wale Olamiju";5;"02-Jan-18";"TRUE";4
"B01M7O431L";"stefan";5;"15-Jan-18";"TRUE";2
"B01M7O431L";"Amazon Customer";5;"17-Sep-17";"TRUE";1
"B01M7O431L";"Eungwang Yeom";5;"24-Oct-17";"TRUE";1
"B01M7O431L";"Amazon Customer";5;"27-Jul-17";"TRUE";1
"B01M7O431L";"Milton Sanchez";5;"14-Dec-17";"TRUE";3
"B01M7O431L";"Antaries";3;"17-Dec-17";"TRUE";2
"B01M7O431L";"Amazon Customer";5;"28-Apr-17";"TRUE";1
"B01M7O431L";"Diana";1;"19-Mar-18";"TRUE";1
"B01M7O431L";"Amazon Customer";1;"29-Dec-17";"TRUE";5
"B01M7O431L";"Jesse";5;"26-Jul-17";"TRUE";3
"B01M7O431L";"Amazon Customer";1;"21-Feb-18";"TRUE";2
"B01M7O431L";"Alexander";1;"13-Feb-18";"TRUE";2
"B01M7O431L";"David Casey";1;"06-Oct-17";"TRUE";3
"B01M7O431L";"Charisma Edwards";1;"21-May-18";"TRUE";1
"B01M7O431L";"Luiz F. M. Soares";1;"22-Mar-18";"TRUE";1
"B01M7O431L";"Gabe schomberg";2;"02-Dec-17";"TRUE";2
"B01M7O431L";"Amazon Customer";5;"19-Jun-17";"TRUE";3
"B01M7O431L";"Gabriela C.";5;"04-May-17";"TRUE";2
"B01M7O431L";"Cindi Hill";2;"29-Jan-18";"TRUE";4
"B01M7O431L";"James Gonella";5;"26-Jan-18";"TRUE";6
"B01M7O431L";"Jay";1;"15-Mar-18";"TRUE";1
"B01M7O431L";"Nish";1;"12-Jan-18";"TRUE";3
"B01M7O431L";"Amazon Customer";1;"21-Oct-17";"TRUE";45
"B01M7O431L";"Bruno Melillo Correia";1;"15-Dec-17";"TRUE";3
"B01M7O431L";"Abdulkareem M M Sabie";1;"07-Jan-18";"TRUE";1
"B01M7O431L";"Moses";2;"26-Dec-17";"TRUE";1
"B01M7O431L";"E.L,";2;"12-Sep-17";"TRUE";2
"B01M7O431L";"Amazon Customer";1;"06-Feb-18";"TRUE";1
"B01M7O431L";"DoubleTime33";1;"29-Nov-17";"FALSE";7
"B01M7O431L";"Augusto Cesar";5;"25-Nov-17";"FALSE";2
"B01M7O431L";"Garett j buckles";1;"15-Jan-18";"FALSE";1
"B01M7O431L";"cesar borges";1;"15-Nov-17";"FALSE";1
"B01M7O431L";"Amazon Customer";1;"12-Jul-17";"FALSE";1
"B01M7O431L";"william";2;"06-Apr-17";"FALSE";3
"B01M7O431L";"s3csh3n8";2;"20-Mar-17";"FALSE";3
"B01M7O431L";"Janet M";5;"22-Jun-18";"TRUE";3
"B01M7O431L";"Marcy Laudert";5;"09-May-17";"TRUE";10
"B01M7O431L";"bamagrl";1;"20-Apr-18";"TRUE";2
"B01M7O431L";"Emily Tilley";5;"18-Mar-18";"TRUE";2
"B01M7O431L";"Thrifty mom";1;"20-Jul-18";"TRUE";1
"B01M7O431L";"Brendyn Hitt";5;"21-Oct-17";"TRUE";7
"B01M7O431L";"M. Chilli";5;"11-Dec-17";"TRUE";5
"B01M7O431L";"WheatleyOS";4;"24-Oct-17";"TRUE";2
"B01M7O431L";"Michele";2;"06-Feb-18";"TRUE";7
"B01M7O431L";"AZ Consumer";5;"22-Feb-18";"TRUE";2
"B01M7O431L";"CL Reimer";5;"13-Jan-18";"TRUE";3
"B01M7O431L";"Dustin";5;"20-Feb-18";"TRUE";4
"B01M7O431L";"C. Gillaspie";5;"26-Nov-17";"TRUE";2
"B01M7O431L";"Jstockton";5;"12-Oct-17";"TRUE";2
"B01M7O431L";"Old Grouch";1;"03-Feb-18";"TRUE";5
"B01M7O431L";"Dr mehrbod";4;"20-Nov-17";"TRUE";2
"B01M7O431L";"Kerry Messer";1;"17-Apr-18";"TRUE";1
"B01M7O431L";"Kindle Customer";3;"03-Apr-18";"TRUE";1
"B01M7O431L";"Jadezares";1;"16-May-18";"TRUE";1
"B01M7O431L";"Timothy Schutz";3;"24-Jun-17";"TRUE";1
"B01M7O431L";"Jonathan";1;"28-Mar-18";"TRUE";1
"B01M7O431L";"Ravi";1;"23-Jan-18";"TRUE";6
"B01M7O431L";"Khurshidbek M.";1;"30-Mar-18";"TRUE";1
"B01M7O431L";"Xandrious";5;"05-Feb-18";"TRUE";1
"B01M7O431L";"Kayla Livingston";5;"26-Jun-17";"TRUE";5
"B01M7O431L";"Caitlin Hopper";4;"17-Feb-18";"TRUE";1
"B01M7O431L";"Jennifer West";2;"06-Mar-17";"TRUE";11
"B01M7O431L";"Jmarr611657";5;"10-Feb-18";"TRUE";3
"B01M7O431L";"Eddie Widner";5;"17-Sep-17";"TRUE";2
"B01M7O431L";"D";5;"14-Dec-17";"TRUE";1
"B01M7O431L";"Lori Anne";5;"17-Dec-17";"TRUE";7
"B01M7O431L";"Roger Roomes";5;"10-Nov-17";"TRUE";1
"B01M7O431L";"Charley";1;"25-Aug-17";"FALSE";19
"B01M7O431L";"Hematite";5;"29-May-18";"FALSE";1
"B01MDMJGYT";"Jerod";5;"20-Aug-17";"TRUE";12
"B01MDMJGYT";"That One Guy From That One Place";4;"08-Apr-19";"TRUE";4
"B01MDMJGYT";"L. STEVENS";5;"01-Jul-19";"TRUE";1
"B01MDMJGYT";"Danny C";4;"28-Jun-17";"TRUE";5
"B01MDMJGYT";"JTKST";5;"02-Dec-17";"TRUE";4
"B01MDMJGYT";"Abdullatef Alkhal";4;"28-Mar-17";"TRUE";4
"B01MDMJGYT";"Lisa Kline";5;"06-Jul-17";"TRUE";3
"B01MDMJGYT";"Meh";1;"24-Jun-18";"TRUE";4
"B01MDMJGYT";"Arianna";5;"15-Aug-17";"TRUE";2
"B01MDMJGYT";"Justin Eliot";1;"12-Oct-17";"TRUE";6
"B01MDMJGYT";"Jaiba";5;"24-May-17";"TRUE";5
"B01MDMJGYT";"Greg";1;"02-Mar-18";"TRUE";1
"B01MDMJGYT";"Maya";5;"30-Oct-17";"TRUE";2
"B01MDMJGYT";"Robert";5;"05-May-17";"TRUE";4
"B01MDMJGYT";"David Salinas";5;"15-Jan-17";"TRUE";6
"B01MDMJGYT";"Anon";2;"24-Aug-17";"TRUE";4
"B01MDMJGYT";"drlangel";5;"04-Oct-17";"TRUE";2
"B01MDMJGYT";"Ricky";3;"08-May-17";"TRUE";3
"B01MDMJGYT";"Gabriel";5;"14-Jun-17";"TRUE";2
"B01MDMJGYT";"Nana";5;"06-May-17";"TRUE";6
"B01MDMJGYT";"Veronique";5;"13-Dec-17";"TRUE";1
"B01MDMJGYT";"Rol";5;"27-Mar-17";"TRUE";4
"B01MDMJGYT";"Rosemary Futschik";1;"23-Aug-19";"TRUE";1
"B01MDMJGYT";"William H.";5;"27-May-17";"TRUE";2
"B01MDMJGYT";"GTJ";5;"05-Jun-17";"TRUE";1
"B01MDMJGYT";"kula";5;"18-Mar-17";"TRUE";2
"B01MDMJGYT";"JJ";5;"03-Mar-17";"TRUE";5
"B01MDMJGYT";"Luis Cruz";4;"10-Mar-17";"TRUE";3
"B01MDMJGYT";"Asma";3;"14-Jun-17";"TRUE";1
"B01MDMJGYT";"Rodrigo Brito";5;"20-Jun-17";"TRUE";1
"B01MDMJGYT";"Ricco kimbrough";5;"03-Mar-17";"TRUE";3
"B01MDMJGYT";"Amazon Customer";4;"05-Aug-17";"TRUE";1
"B01MDMJGYT";"xavier";1;"11-Sep-17";"TRUE";1
"B01MDMJGYT";"Levi Melvin";5;"18-Mar-17";"TRUE";4
"B01MDMJGYT";"Berna";5;"23-May-17";"TRUE";1
"B01MDMJGYT";"Amazon Customer";5;"31-Jul-17";"TRUE";1
"B01MDMJGYT";"KG 185";5;"09-May-17";"TRUE";4
"B01MDMJGYT";"Amazon Customer";5;"13-Dec-17";"TRUE";1
"B01MDMJGYT";"Mahendra Raghavan Sunkaranam";5;"27-Jul-17";"TRUE";1
"B01MDMJGYT";"Bruno";4;"06-May-17";"TRUE";1
"B01MDMJGYT";"David B.";5;"02-Sep-17";"TRUE";1
"B01MDMJGYT";"Joaquín P.";5;"23-Oct-17";"TRUE";1
"B01MDMJGYT";"Roadtripper";4;"29-Aug-17";"TRUE";2
"B01MDMJGYT";"Dov M.";5;"24-Aug-17";"TRUE";1
"B01MDMJGYT";"King";1;"05-Nov-17";"TRUE";3
"B01MDMJGYT";"Amazon Customer";5;"21-Mar-17";"TRUE";6
"B01MDMJGYT";"J.A. Saquimux";5;"08-Apr-17";"TRUE";4
"B01MDMJGYT";"Victor";4;"10-May-17";"TRUE";3
"B01MDMJGYT";"Schaeffer Rees";5;"20-Mar-17";"TRUE";2
"B01MDMJGYT";"Jeff W.";4;"15-Feb-17";"TRUE";1
"B01MDMJGYT";"Amazon Customer";2;"21-May-17";"TRUE";1
"B01MDMJGYT";"Gonzalo";5;"27-Feb-17";"TRUE";2
"B01MDMJGYT";"Amazon Customer";5;"01-Mar-17";"TRUE";2
"B01MDMJGYT";"Luigui Mendoza";5;"04-Apr-17";"TRUE";2
"B01MDMJGYT";"Teresa G.";5;"19-May-17";"TRUE";1
"B01MDMJGYT";"José Neto";5;"19-May-17";"TRUE";1
"B01MDMJGYT";"Gustavo";5;"13-Jan-17";"TRUE";3
"B01MDMJGYT";"Amazon Customer";1;"26-Nov-17";"TRUE";4
"B01MDMJGYT";"Abby Withey";1;"05-Aug-17";"TRUE";3
"B01MDMJGYT";"Amazon Customer";5;"24-Jan-17";"TRUE";3
"B01MDMJGYT";"Mom_2_boys";1;"28-Sep-17";"TRUE";1
"B01MDMJGYT";"Nik";5;"29-Dec-16";"TRUE";2
"B01MDMJGYT";"Amazon Customer";1;"06-Apr-17";"TRUE";4
"B01MDMJGYT";"Amazon Customer";1;"24-Jun-17";"TRUE";3
"B01MDMJGYT";"Kimani";4;"08-Dec-16";"TRUE";9
"B01MDMJGYT";"Ronald C Ledo";5;"03-Feb-17";"TRUE";2
"B01MDMJGYT";"Sebastian Lanfranco";1;"03-Jul-17";"TRUE";1
"B01MDMJGYT";"Steve F Nevil";5;"13-Aug-17";"FALSE";6
"B01MDMJGYT";"AlexHas";2;"12-May-17";"FALSE";4
"B01MDMJGYT";"I. Pham";4;"24-Feb-18";"FALSE";1
"B01MDMJGYT";"JasonSpade";5;"14-Dec-17";"FALSE";1
"B01MDMJGYT";"Lawrence S. Mitchell";5;"29-Apr-17";"FALSE";1
"B01MDMJGYT";"arajog";1;"22-Aug-17";"FALSE";3
"B01MDMJGYT";"Nick H.";5;"12-Feb-17";"FALSE";1
"B01MDMJGYT";"CLARA BURDE";1;"20-Jun-17";"FALSE";1
"B01MDMJGYT";"Himanshu";1;"21-Nov-16";"TRUE";14
"B01MDMJGYT";"Max Harry Johnson";5;"23-Jun-17";"TRUE";6
"B01MDMJGYT";"stiff";5;"08-Dec-16";"TRUE";15
"B01MDMJGYT";"Carrie";5;"17-Apr-19";"TRUE";1
"B01MDMJGYT";"Amazon Customer";4;"16-May-17";"TRUE";4
"B01MDMJGYT";"roberto";5;"05-Jul-17";"TRUE";1
"B01MDMJGYT";"King Monty";2;"07-Mar-17";"TRUE";36
"B01MDMJGYT";"Hydrah";4;"28-Feb-17";"TRUE";4
"B01MDMJGYT";"Mariano V.";5;"12-Jan-18";"TRUE";1
"B01MDMJGYT";"Erylsv2003";5;"29-May-18";"TRUE";1
"B01MDMJGYT";"Juan";5;"27-Oct-17";"TRUE";1
"B01MDMJGYT";"OFA";5;"18-Aug-17";"TRUE";1
"B01MDMJGYT";"Yasser Fahmy";5;"30-Jul-17";"TRUE";1
"B01MDMJGYT";"Marian";5;"06-Nov-17";"TRUE";2
"B01MDMJGYT";"Kelly Angebrandt";5;"27-Jul-17";"TRUE";1
"B01MDMJGYT";"Ubaldo C.";5;"20-Jul-17";"TRUE";1
"B01MDMJGYT";"Elizabeth Diaz Ruiz";5;"03-Nov-17";"TRUE";1
"B01MDMJGYT";"MrPerlishells";5;"12-Feb-17";"TRUE";5
"B01MDMJGYT";"Jeronimo";4;"13-Mar-17";"TRUE";1
"B01MDMJGYT";"Oscar Dominguez";5;"15-Jul-17";"TRUE";1
"B01MDMJGYT";"Fernando Santillan";5;"25-May-17";"TRUE";1
"B01MDMJGYT";"Marc";5;"04-May-17";"TRUE";3
"B01MDMJGYT";"Bruce McCoy";5;"04-May-17";"TRUE";3
"B01MDMJGYT";"Chris R";5;"29-Mar-17";"TRUE";4
"B01MDMJGYT";"Happiness.";5;"18-Feb-17";"TRUE";3
"B01MDMJGYT";"Icortes";3;"21-Feb-17";"TRUE";1
"B01MDMJGYT";"Shaun R";5;"17-Apr-17";"TRUE";3
"B01MDMJGYT";"Helirick";5;"07-Dec-16";"TRUE";7
"B01MDMJGYT";"Amazon Customer";5;"24-Feb-17";"TRUE";2
"B01MDMJGYT";"Ana";5;"19-Apr-17";"TRUE";2
"B01MDMJGYT";"michael nacol";2;"07-Oct-17";"TRUE";1
"B01MDMJGYT";"Jaime Pastrana";1;"27-Apr-17";"TRUE";8
"B01MDMJGYT";"NewEnglander";4;"10-Feb-18";"FALSE";1
"B01MDMJGYT";"Marissa Rodriguez";5;"27-Feb-17";"FALSE";1
"B01MDMJGYT";"Micah";1;"16-Oct-17";"FALSE";1
"B01MFDM6QE";"Swaminathan Narasimhan";3;"27-Jun-18";"TRUE";12
"B01MFDM6QE";"Jesse";5;"06-Dec-18";"TRUE";5
"B01MFDM6QE";"Amazon Customer";1;"02-Apr-18";"TRUE";34
"B01MFDM6QE";"Skye Norton";1;"27-Jul-18";"TRUE";6
"B01MFDM6QE";"Amazon Customer";5;"25-Nov-18";"TRUE";3
"B01MFDM6QE";"MARK AUSTIN";5;"04-Jul-18";"TRUE";6
"B01MFDM6QE";"Sonia";5;"02-Aug-18";"TRUE";3
"B01MFDM6QE";"Elisabet Montes";5;"26-Oct-18";"TRUE";3
"B01MFDM6QE";"cd's mom";2;"02-Jul-18";"TRUE";3
"B01MFDM6QE";"Sarah Irvin";1;"14-Oct-18";"TRUE";1
"B01MFDM6QE";"Melissa";1;"20-Aug-18";"TRUE";3
"B01MFDM6QE";"BrindhaSuresh";1;"18-Oct-18";"TRUE";2
"B01MFDM6QE";"Athalee V. Schurman";1;"28-Nov-18";"TRUE";1
"B01MFDM6QE";"Marco Mora / webbox 3805";1;"29-Oct-18";"TRUE";1
"B01MFDM6QE";"Cuthbert Elitwaza";5;"10-Jul-18";"TRUE";1
"B01MFDM6QE";"Sanjee K.";1;"22-Nov-18";"TRUE";1
"B01MFDM6QE";"MANUEL B.";1;"03-Nov-18";"TRUE";1
"B01MFDM6QE";"Amazon Customer";1;"19-Jun-18";"TRUE";6
"B01MFDM6QE";"Serapis";2;"24-May-18";"TRUE";3
"B01MFDM6QE";"Robert Amores";2;"27-Jun-18";"TRUE";1
"B01MFDM6QE";"shannon";5;"01-May-17";"TRUE";1
"B01MFDM6QE";"P. Quinn";2;"09-Aug-18";"FALSE";3
"B01MFDM6QE";"Simon";2;"25-Jan-19";"FALSE";1
"B01MFDM6QE";"California Amzon Custmer";1;"06-Nov-18";"FALSE";1
"B01MFDM6QE";"Merrill W. McHenry";1;"17-Aug-19";"FALSE";1
"B01MFDM6QE";"Amazon Customer";1;"01-Nov-18";"FALSE";3
"B01MFDM6QE";"M. H.";1;"12-Oct-18";"FALSE";1
"B01MFDM6QE";"S Larusso";2;"24-Jun-18";"FALSE";1
"B01MFDM6QE";"Dayo";1;"13-Oct-18";"FALSE";1
"B01MFDM6QE";"_";2;"15-Jul-18";"FALSE";1
"B01MFDM6QE";"James Lobdell";4;"09-Aug-18";"TRUE";7
"B01MFDM6QE";"C. W. Hawkins";1;"20-Oct-18";"TRUE";3
"B01MFDM6QE";"Amazon Customer";1;"09-Jul-18";"TRUE";3
"B01MFDM6QE";"Mike D";1;"03-Dec-18";"TRUE";1
"B01MFDM6QE";"Ringer";1;"18-Nov-18";"TRUE";1
"B01MFDM6QE";"Ruth Pardue";1;"28-Jun-18";"TRUE";9
"B01MFDM6QE";"aldo";5;"17-Apr-18";"TRUE";1
"B01MFDM6QE";"jirelofjory";1;"21-Sep-18";"FALSE";1
"B01MQWFFM3";"William Blair";5;"05-Jun-19";"TRUE";4
"B01MQWFFM3";"CT";1;"23-Jul-19";"TRUE";1
"B01MQWFFM3";"JOHNNY";3;"28-Jul-19";"TRUE";1
"B01MR0IA4O";"Jewel";4;"15-Mar-18";"TRUE";194
"B01MR0IA4O";"Jason Seng";1;"07-Aug-17";"TRUE";213
"B01MR0IA4O";"James Pinkerton";5;"05-Jul-18";"TRUE";123
"B01MR0IA4O";"Bob";1;"16-Nov-16";"TRUE";812
"B01MR0IA4O";"Amazon Customer";2;"04-Dec-17";"TRUE";96
"B01MR0IA4O";"M Sledge";4;"23-Mar-18";"TRUE";118
"B01MR0IA4O";"Chris";1;"21-Apr-18";"TRUE";107
"B01MR0IA4O";"Letty Romano";1;"18-Jan-18";"TRUE";97
"B01MR0IA4O";"Anonymous";5;"04-Jul-18";"TRUE";52
"B01MR0IA4O";"Lydia sanchez";1;"13-May-17";"TRUE";115
"B01MRH0YND";"Sarah George";4;"23-Sep-17";"TRUE";83
"B01MRH0YND";"C Storch Jr.";5;"16-Aug-17";"TRUE";71
"B01MRH0YND";"D. Golden";1;"23-May-18";"TRUE";26
"B01MRH0YND";"Rmwitt";5;"25-Sep-17";"TRUE";43
"B01MRH0YND";"A. Koontz";4;"29-Apr-18";"TRUE";25
"B01MRH0YND";"Dr. Alexa Poole";1;"28-Jun-18";"TRUE";20
"B01MRH0YND";"Jacelyn C.";3;"23-Aug-17";"TRUE";23
"B01MRH0YND";"CT Munger";1;"16-Jan-17";"TRUE";91
"B01MRH0YND";"Michael Dedian";1;"06-Dec-17";"TRUE";18
"B01MRH0YND";"Mandy Mallinson";1;"08-Jul-17";"TRUE";27
"B01MRH0YND";"Jay Jay";2;"08-Aug-18";"TRUE";6
"B01MRH0YND";"Paratrooper";5;"16-Sep-17";"TRUE";12
"B01MRH0YND";"Maureen Moreno";5;"12-Sep-17";"TRUE";10
"B01MRH0YND";"Yenia";5;"24-Aug-17";"TRUE";10
"B01MRH0YND";"V";1;"13-May-19";"TRUE";2
"B01MRH0YND";"Jose P.";1;"13-Jul-18";"TRUE";3
"B01MRH0YND";"Ashley";5;"29-Nov-18";"TRUE";3
"B01MRH0YND";"B. Smith";1;"27-Dec-17";"TRUE";30
"B01MRH0YND";"Caress Foiles";1;"17-Aug-18";"TRUE";5
"B01MRH0YND";"Will Wesley";1;"08-Nov-17";"TRUE";6
"B01MRH0YND";"1FlaGirl";5;"26-Nov-17";"TRUE";3
"B01MRH0YND";"Krystal Fennell";1;"14-Apr-18";"TRUE";4
"B01MRH0YND";"Amber H";1;"21-Oct-18";"TRUE";2
"B01MRH0YND";"Mimi";5;"19-Feb-18";"TRUE";4
"B01MRH0YND";"Amazon Customer";1;"02-Apr-19";"TRUE";1
"B01MRH0YND";"Stephen Y.";1;"22-Aug-18";"TRUE";3
"B01MRH0YND";"Amazon Customer";5;"03-Aug-17";"TRUE";38
"B01MRH0YND";"Anne M. McAtee";2;"30-Jul-17";"TRUE";5
"B01MRH0YND";"Lennox D. Flowers";3;"08-Jun-17";"TRUE";5
"B01MRH0YND";"T. Ford";2;"22-Nov-18";"TRUE";2
"B01MRH0YND";"Catherine Lamm";5;"18-Oct-17";"TRUE";2
"B01MRH0YND";"Guimond C.";1;"12-Nov-17";"TRUE";7
"B01MRH0YND";"kenerson";2;"13-Aug-18";"TRUE";1
"B01MRH0YND";"lalfaro";1;"17-Dec-17";"TRUE";1
"B01MRH0YND";"Balbino Romero";1;"14-May-18";"TRUE";1
"B01MRH0YND";"Nancy";4;"15-Apr-18";"TRUE";1
"B01MRH0YND";"Rene Mauricio Dabdoub";5;"09-Jan-18";"TRUE";3
"B01MRH0YND";"🔥💯🔥";3;"27-Oct-17";"TRUE";3
"B01MRH0YND";"Tam_Fen";1;"01-Jan-19";"TRUE";2
"B01MRH0YND";"Mwilliams";1;"03-Jul-19";"TRUE";1
"B01MRH0YND";"JC10";1;"27-Apr-18";"TRUE";1
"B01MRH0YND";"T. BROOKS";2;"04-Jun-18";"TRUE";1
"B01MRH0YND";"Laura";1;"05-Oct-17";"TRUE";3
"B01MRH0YND";"Pattie Posey";1;"17-Jun-19";"TRUE";2
"B01MRH0YND";"Amazon Customer";2;"26-Dec-17";"TRUE";2
"B01MRH0YND";"Melanie H.";5;"09-Aug-17";"TRUE";1
"B01MRH0YND";"Kathy";2;"15-Dec-17";"TRUE";1
"B01MRH0YND";"Sandy Lee";1;"12-Aug-18";"TRUE";1
"B01MRH0YND";"Darwin Rassler";2;"30-Mar-18";"TRUE";3
"B01MRH0YND";"m. askew";3;"31-May-18";"TRUE";1
"B01MRH0YND";"Kristie123";4;"18-Sep-17";"TRUE";1
"B01MRH0YND";"Amy Z";4;"04-Jan-18";"TRUE";1
"B01MRH0YND";"S&A";5;"27-Jan-18";"TRUE";2
"B01MRH0YND";"Zhavee A.";5;"24-Aug-18";"TRUE";1
"B01MRH0YND";"Pat";1;"13-Jun-19";"TRUE";1
"B01MRH0YND";"Danielle D.";5;"29-Jul-17";"TRUE";3
"B01MRH0YND";"Robyn Reeder";1;"03-Apr-18";"TRUE";1
"B01MRH0YND";"Amazon Customer";5;"27-Feb-18";"TRUE";1
"B01MRH0YND";"Brooke";5;"06-Aug-17";"TRUE";2
"B01MRH0YND";"SEEUN K.";1;"26-Sep-18";"TRUE";2
"B01MRH0YND";"BrandedLucky";5;"09-Nov-18";"TRUE";1
"B01MRH0YND";"E. A. Shaffer";3;"13-Sep-17";"TRUE";1
"B01MRH0YND";"John P.";5;"13-Oct-18";"TRUE";1
"B01MRH0YND";"Jen";4;"06-Jan-18";"TRUE";1
"B01MRH0YND";"C. McAuliffe";5;"10-Aug-17";"TRUE";2
"B01MRH0YND";"Ashley Yongue";4;"31-Jul-17";"TRUE";2
"B01MRH0YND";"Dustin Kelso";3;"17-Dec-17";"TRUE";1
"B01MRH0YND";"Monique Diamond Williams";4;"16-Aug-17";"TRUE";4
"B01MRH0YND";"KeAundra Redmond";5;"24-May-18";"TRUE";1
"B01MRH0YND";"susan";5;"02-Nov-17";"TRUE";1
"B01MRH0YND";"Cheyenne Buffington";5;"12-Feb-17";"TRUE";13
"B01MRH0YND";"Michael Beecham";1;"29-Apr-18";"TRUE";1
"B01MRH0YND";"Cindy";3;"28-Jan-19";"TRUE";1
"B01MRH0YND";"Amazon Customer";1;"01-Sep-18";"TRUE";1
"B01MRH0YND";"remlapd";2;"21-Jan-18";"TRUE";1
"B01MRH0YND";"a.Johnson";3;"31-Dec-17";"TRUE";1
"B01MRH0YND";"ChattySanders";4;"31-Jan-18";"TRUE";1
"B01MRH0YND";"P SPAGNOLA";3;"12-May-18";"TRUE";1
"B01MRH0YND";"Carissa Anglin";2;"07-Aug-17";"TRUE";2
"B01MRH0YND";"Jake Sach";5;"29-Aug-17";"TRUE";2
"B01MRH0YND";"Jim S.";5;"11-Dec-16";"TRUE";6
"B01MRH0YND";"Ralph Richardson";5;"23-Feb-18";"TRUE";3
"B01MRH0YND";"Ehren V.";5;"26-Feb-18";"TRUE";3
"B01MRH0YND";"Nour Salem";5;"19-Jul-19";"TRUE";1
"B01MRH0YND";"Matt";5;"29-Dec-18";"TRUE";1
"B01MRH0YND";"Andrew Barrows";2;"20-Nov-17";"TRUE";1
"B01MRH0YND";"Kathy";1;"04-Mar-19";"TRUE";1
"B01MRH0YND";"Jeffrey Joseph";1;"14-Sep-17";"TRUE";3
"B01MRH0YND";"Nathan D.";4;"19-Aug-17";"TRUE";1
"B01MRH0YND";"God bless";1;"30-Oct-17";"TRUE";1
"B01MRH0YND";"Laura Scurti";2;"17-Nov-17";"TRUE";1
"B01MRH0YND";"Luis lizcano";2;"03-Mar-18";"TRUE";1
"B01MRH0YND";"SW SWISHER";3;"06-Jan-19";"TRUE";1
"B01MRH0YND";"Jennifer M. Elias";2;"28-Dec-17";"TRUE";1
"B01MRH0YND";"maria katsigeorgis";1;"29-Aug-18";"TRUE";1
"B01MRH0YND";"Reader";3;"02-Dec-17";"TRUE";1
"B01MRH0YND";"Corrie";4;"03-Dec-17";"TRUE";1
"B01MRH0YND";"MP";1;"17-Sep-17";"TRUE";2
"B01MRH0YND";"Amazon Customer";4;"28-Aug-17";"TRUE";2
"B01MRH0YND";"Milene";1;"30-Aug-17";"TRUE";3
